restaurant_id,name,lat,lng,address,area,cuisine,rating,source
2134523285,Dil Punjabi,17.4412924,78.3913618,Hyderabad,Hyderabad Zone,sushi,N/A,osm
2134523286,Udupi Vihar,17.4412938,78.3913136,Hyderabad,Hyderabad Zone,Varied,N/A,osm
2177955040,Vinflora,17.4295786,78.4295853,Hyderabad,Hyderabad Zone,Varied,N/A,osm
2352130366,Domino's,17.4308718,78.421055,"jubleehills, hyderabad",Hyderabad Zone,pizza,N/A,osm
2354681432,Hotel Bhimas,17.4072009,78.3919003,Hyderabad,Hyderabad Zone,Varied,N/A,osm
2403426783,Minerva,17.4372461,78.4459874,Hyderabad,Hyderabad Zone,Varied,N/A,osm
2426827687,Domino's,17.4416745,78.4462193,Hyderabad,Hyderabad Zone,pizza,N/A,osm
2466611427,Barista Lavazza,17.42367,78.4125626,Hyderabad,Hyderabad Zone,Varied,N/A,osm
2521055369,Pollito's,17.4419662,78.4459565,Hyderabad,Hyderabad Zone,fried_chicken,N/A,osm
2550415995,Manpasand Veg restaurant,17.4419399,78.359374,Hyderabad,Hyderabad Zone,indian,N/A,osm
2572745836,Blue Fox,17.4373148,78.4459922,Hyderabad,Hyderabad Zone,indian,N/A,osm
2606351757,Rock Castle,17.4209782,78.4424101,Hyderabad,Hyderabad Zone,Varied,N/A,osm
2612239214,Cafe Coffee Day,17.4418023,78.4469069,Hyderabad,Hyderabad Zone,coffee_shop,N/A,osm
2706495174,hyderabad restaurant,17.4363,78.4325861,Yousufguda Basti,Hyderabad Zone,"fine_dining, arab, kebab, curry, indian",N/A,osm
2706495852,margi hotel,17.4365712,78.4339299,Hyderabad,Hyderabad Zone,Varied,N/A,osm
2710632106,Rumaan Cafe,17.3988889,78.4164898,Hyderabad,Hyderabad Zone,Varied,N/A,osm
2710640984,McDonald's,17.4059049,78.4034603,Hyderabad,Hyderabad Zone,burger,N/A,osm
2794485602,Chocolate Room,17.4391952,78.3983227,Hyderabad,Hyderabad Zone,Varied,N/A,osm
2835235995,Midland bakery,17.4507555,78.4244982,Rajiv nagar X road,Hyderabad Zone,burger,N/A,osm
2835242778,Surabhi Restaurant,17.4552469,78.4227224,Hyderabad,Hyderabad Zone,Varied,N/A,osm
2875118608,Maharaja Chat,17.4408585,78.3965959,Hyderabad,Hyderabad Zone,regional,N/A,osm
2957337541,Cafe Nandini,17.4411629,78.3603222,"Old Bombay Road, Hyderabad",Hyderabad Zone,indian,N/A,osm
3008092655,Eat Central,17.4412679,78.3825065,Hyderabad,Hyderabad Zone,Varied,N/A,osm
3159027232,Cafe Coffee Day,17.437519,78.4416304,Yousufguda Main Road,Hyderabad Zone,coffee_shop,N/A,osm
3159027234,Cake Exotica,17.4372961,78.4414105,Yousufguda Main Road,Hyderabad Zone,"burger, pizza, pastry, cake",N/A,osm
3159028267,Domino's,17.4506384,78.3822507,Hyderabad,Hyderabad Zone,pizza,N/A,osm
3159028268,Paradise,17.4506148,78.3791786,Hyderabad,Hyderabad Zone,indian,N/A,osm
3159028270,Mainland China,17.4506078,78.3808666,Hitec City - Kondapur Main Road,Hyderabad Zone,chinese,N/A,osm
3379686130,Domino's,17.4637258,78.3694047,Hyderabad,Hyderabad Zone,pizza,N/A,osm
3382720701,KFC,17.4427741,78.3572702,"Indra Nagar Colony, Gachibowlo, Hyderabad",Hyderabad Zone,chicken,N/A,osm
3384147271,cafe nandini,17.4268355,78.415495,Hyderabad,Hyderabad Zone,Varied,N/A,osm
3384194299,GOUSIA CAFE,17.4643217,78.3759154,Hyderabad,Hyderabad Zone,Varied,N/A,osm
3474702622,Godavari ruchulu,17.4318064,78.4468436,Hyderabad,Hyderabad Zone,Varied,N/A,osm
3538200897,Cuppa,17.468184,78.3756498,Hyderabad,Hyderabad Zone,regional,N/A,osm
3554603085,Minerva,17.4594714,78.3659499,Hyderabad,Hyderabad Zone,regional,N/A,osm
3554603086,Parathas,17.4620094,78.3672971,Hyderabad,Hyderabad Zone,regional,N/A,osm
3558158456,The Square,17.472641,78.372879,Hyderabad,Hyderabad Zone,international,N/A,osm
3638711628,Little Italy,17.4160322,78.4168158,Road No-92,Hyderabad Zone,Varied,N/A,osm
3638804612,Grand Ma Bakery,17.41697,78.4384751,Hyderabad,Hyderabad Zone,Varied,N/A,osm
3943140439,habanero,17.447991,78.3789356,Hyderabad,Hyderabad Zone,mexican,N/A,osm
3943151562,Napasang restaurant,17.4414984,78.359597,Hyderabad,Hyderabad Zone,Varied,N/A,osm
3943151563,Telahu,17.445775,78.3775213,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4407583397,House of Dosas,17.4235207,78.4292446,Hyderabad,Hyderabad Zone,indian,N/A,osm
4407603692,Rams Dosa,17.4232992,78.4292804,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4418972989,Almas,17.4426528,78.441636,Hyderabad,Hyderabad Zone,regional,N/A,osm
4515082115,Rice Bowl,17.4580828,78.3715746,Hyderabad,Hyderabad Zone,regional,N/A,osm
4566238603,Absolute Barbecues (ABs),17.4383572,78.3977922,Jubilee Hills Road No 36,Hyderabad Zone,Varied,N/A,osm
4646388694,Ambica Mess,17.412664,78.395312,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4670741589,Mehfil,17.4145143,78.3942156,Hyderabad,Hyderabad Zone,chicken,N/A,osm
4670788289,Godavari Ruchulu,17.4170898,78.4122806,Hyderabad,Hyderabad Zone,"chinese, indian",N/A,osm
4676142991,Lakshmi Priya Restaurant,17.4173025,78.4125036,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4705388500,Sardarji's Dhaba,17.4419765,78.3571717,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4705398998,Paradise,17.442275,78.3564842,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4705439089,Subway,17.4420207,78.3572301,Hyderabad,Hyderabad Zone,sandwich,N/A,osm
4711427792,Swagath Restaurant,17.4160054,78.4108236,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4716858191,Sirisha Hotel,17.4142515,78.4087631,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4716915296,Sri Sankar Vilas,17.4143783,78.408852,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4729107489,Cafe Coffee Day,17.4426308,78.355663,Hyderabad,Hyderabad Zone,coffee_shop,N/A,osm
4729118789,Olive Kitchen,17.4427579,78.3557117,Hyderabad,Hyderabad Zone,"regional, chinese, indian, kebab",N/A,osm
4729119789,Diner's Pavilion,17.4428005,78.3552166,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4769501963,Brundavan,17.4137026,78.4070873,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4784090873,Labonel fine baking,17.4368647,78.3665736,Hyderabad,Hyderabad Zone,Varied,N/A,osm
4784090874,Dine o China,17.4366907,78.3668204,Hyderabad,Hyderabad Zone,chinese,N/A,osm
5160665781,President Dhaba,17.4500761,78.3858133,"Image Garden Road, Hyderabad",Hyderabad Zone,"indian, regional, chinese",N/A,osm
5257229421,Ciclo Café,17.4336528,78.4047279,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5259994123,Kaficko,17.4246579,78.4101163,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5289166893,McDonald's,17.4480015,78.3789451,Hyderabad,Hyderabad Zone,burger,N/A,osm
5291150521,Hyderabad Spice,17.4413494,78.396511,madhapur road,Hyderabad Zone,Varied,N/A,osm
5375596703,Tom Yum Yum,17.4297031,78.4125334,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5404824143,SVK canteen,17.4359971,78.3600653,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5405054117,Al lbbik shwrma,17.4334434,78.3697384,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5405054121,Chicken pakodi,17.4408039,78.3602769,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5405054245,Al saba resturant,17.4336913,78.3694867,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5405055072,Domino's,17.4417982,78.3577844,Hyderabad,Hyderabad Zone,pizza,N/A,osm
5405055149,13 dhaba,17.4376619,78.3654841,gachibowli circle,Hyderabad Zone,Varied,N/A,osm
5405055453,Simply south,17.4426689,78.3571426,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5405056143,Pizza Hut,17.4414476,78.3589374,Hyderabad,Hyderabad Zone,pizza,N/A,osm
5405056231,Paradise,17.4424212,78.3564904,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5405056232,Rock deal restaurant  and bar,17.4415779,78.3585643,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5405056315,Santosh dhaba,17.4410918,78.3605047,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5405056431,Cafe Coffee Day,17.442773,78.3556843,Hyderabad,Hyderabad Zone,coffee_shop,N/A,osm
5405056434,UP THE BISTRO,17.4358331,78.3666724,Telecom nagar,Hyderabad Zone,Varied,N/A,osm
5405057633,Sweet basket,17.4338731,78.3689055,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5405058516,Pulav curry rice,17.4378258,78.3656803,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5405060691,Chak de restaurant,17.4395223,78.3638742,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5448265105,Starbucks,17.4329059,78.4071232,Hyderabad,Hyderabad Zone,coffee_shop,N/A,osm
5459525615,Kafe Tirupati,17.441612,78.3914323,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5467328880,Kalinga's Kitchen,17.4469404,78.3917078,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5469130135,Annapurna Tiffens,17.4518379,78.391518,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5482822501,Annapurna,17.4433326,78.3916667,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5515637837,Starbucks,17.4414532,78.3807897,Hyderabad,Hyderabad Zone,coffee_shop,N/A,osm
5515637838,Domino's,17.4413058,78.3808629,Hyderabad,Hyderabad Zone,pizza,N/A,osm
5515637839,Melting pot,17.4414144,78.3812898,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5515637842,Dunkin',17.4412709,78.3813752,Hyderabad,Hyderabad Zone,"donut, coffee_shop",N/A,osm
5611008663,Bahar café,17.4472359,78.3784684,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5692072169,Sampradhaya curry point,17.446934,78.3918229,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5743508530,Godavari Ruchulu,17.4052362,78.3914237,Hyderabad,Hyderabad Zone,regional,N/A,osm
5793698165,Golconda Chef,17.4455723,78.3925382,Hyderabad,Hyderabad Zone,indian,N/A,osm
5826347075,ManiChandana Restaurant,17.4414246,78.3598766,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5867186858,Country Oven,17.4303405,78.4381599,"Sri Nagar Colony Main Road, Hyderabad",Hyderabad Zone,"pizza, burger, sandwich",N/A,osm
5883774727,Mudita,17.4055752,78.3913202,Hyderabad,Hyderabad Zone,nepalese,N/A,osm
5931166341,Charcoal Bbq,17.4475331,78.3918768,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5942734591,Minevera Coffee Shop,17.4461557,78.384665,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5942781129,Flechazo,17.4464954,78.3843723,Hyderabad,Hyderabad Zone,"indian, asian",N/A,osm
5942783243,Appetito,17.4456498,78.3859665,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5942783245,Abhiruchi Restaurant,17.4456195,78.3861795,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5942847663,Eat Country Style,17.4454605,78.3862392,Hyderabad,Hyderabad Zone,"chicken, chinese, fish, indian, regional",N/A,osm
5957452586,Pan Shop,17.444902,78.3866088,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5957506785,Om Sai Ram Nice Vada Pav,17.4448874,78.3865836,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5965559685,Soma's Kitchen,17.4442825,78.3879877,Hyderabad,Hyderabad Zone,indian,N/A,osm
5965559686,Aadi Raghavendra Udupi Veg,17.4441489,78.3880973,Hyderabad,Hyderabad Zone,"chinese, indian",N/A,osm
5970759667,Rayalaseema Ruchulu,17.4466084,78.38426,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5973746986,ISTANBUL AUTHENTIC DONER KEBAB,17.4306846,78.4080527,Jubilee Hills Road No 36,Hyderabad Zone,Varied,N/A,osm
5973773088,ISTANBUL AUTHENTIC DONER KEBAB,17.4306478,78.4080256,Hyderabad,Hyderabad Zone,Varied,N/A,osm
5980853188,Ulavucharu,17.4240217,78.4120683,Hyderabad,Hyderabad Zone,indian,N/A,osm
5994099219,Canteen,17.4183652,78.4102473,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6009842126,Spicy Hub,17.4448983,78.3873777,Hyderabad,Hyderabad Zone,"asian, chicken, indian",N/A,osm
6036830618,Hyderabadi dawat,17.4497953,78.3635491,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6036883486,Absolute barbeque (ab's),17.4429689,78.357398,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6089840786,Terrasen Cafe,17.4204876,78.4410872,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6191414038,Hot Chips,17.443883,78.3870128,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6191762120,B- Eats,17.4431896,78.3880625,Hyderabad,Hyderabad Zone,"Biryanis, chinese, South_Indian, North_Indian",N/A,osm
6213051886,Jubilee Hills Peddammathalli Mess,17.4290022,78.4051709,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6213051887,Harika Tiffins &Snacks,17.4290162,78.4052452,Road no. 44,Hyderabad Zone,Varied,N/A,osm
6215854388,Sri Vijaya Laxmi Food Court,17.4314428,78.4064374,Hyderabad,Hyderabad Zone,"chicken, breakfast",N/A,osm
6246439585,Kritunga,17.4514807,78.3937843,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6246440085,Freak Shake,17.4540505,78.3829633,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6246451485,Fisher Me,17.4741766,78.3877088,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6248946494,Thansi,17.4432774,78.3935366,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6248961886,Ahilobhilam Foods,17.4549917,78.3841449,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6257498485,Flavors,17.4581306,78.3715006,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6257501985,Puff House,17.4541261,78.3829874,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6259475085,hyderabad host,17.4417444,78.3966967,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6259475385,Annapurna Food court,17.4521526,78.391294,Hyderabad,Hyderabad Zone,south_indian,N/A,osm
6259475585,Palamuri Grill,17.4522477,78.3850331,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6261439688,Urban Vilage,17.4522212,78.3852733,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6261444885,Wingster,17.4515049,78.39417,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6266078685,Drunken Monkey,17.4420216,78.38814,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6268103691,T-grill,17.4425382,78.3961507,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6268240985,Brickwood,17.4412498,78.3885797,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6273886287,Prince DriveInn,17.4590933,78.3848255,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6312938485,Chutneys,17.4296732,78.4096135,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6340136985,Chop Stick,17.4301054,78.4457025,Hyderabad,Hyderabad Zone,chinese,N/A,osm
6352370685,Dostea Chai Café,17.4414944,78.3916686,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6369867752,Chai village,17.4409109,78.4431992,Road No. 1 SR Nagar,Hyderabad Zone,Varied,N/A,osm
6370434382,Udipi Park Hotel,17.4374107,78.4456459,"meghamala apartments road, hyderabad",Hyderabad Zone,regional,N/A,osm
6409579586,Mandi@36,17.4307294,78.4078308,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6414144247,Indi Chai,17.4076128,78.390142,Hyderabad,Hyderabad Zone,indian,N/A,osm
6485323329,Lucky Restaurant,17.4406202,78.3930877,Hyderabad,Hyderabad Zone,indian,N/A,osm
6621607787,Taaza Kitchen,17.4525736,78.3913595,Hyderabad,Hyderabad Zone,"indian, south_indian",N/A,osm
6633197605,ITC Kohenur,17.4324002,78.3854882,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6684817721,Sai Darshini,17.4419503,78.4404,"Vengal Rao Nagar Main Road, SR Nagar, Hyderabad",Hyderabad Zone,regional,N/A,osm
6684817722,Shareef Bhai Chicken & Fish Fry Bandi,17.442126,78.4404137,Hyderabad,Hyderabad Zone,indian,N/A,osm
6697930152,Imroze Cafe,17.4342826,78.4457999,Hyderabad,Hyderabad Zone,regional,N/A,osm
6723691439,Arati Fast Food,17.4408777,78.4400324,Hyderabad,Hyderabad Zone,regional,N/A,osm
6723691440,Universal Kababs & Biryani,17.4417429,78.4401706,Hyderabad,Hyderabad Zone,indian,N/A,osm
6760780819,Chutneys,17.4526084,78.380549,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6821427385,Ahwaanam Fast Food,17.4408073,78.4455707,6th Lane,Hyderabad Zone,Varied,N/A,osm
6822126487,Hotel Mourya's Restaurant,17.437544,78.440502,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6822126500,Athidi Aahar,17.47325,78.42188,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6822126520,Turkish restaurant,17.3988674,78.411513,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6822126525,SHIVANYA RESTAURANT,17.4325622,78.4460138,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6822126533,Telangana tea stall,17.4192438,78.4418493,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6822126568,Sai Balaji Tiffins,17.4388279,78.4370548,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6822126581,"Broadway Cafe, Bakers & Tiffins",17.469468,78.425618,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6822126589,New Banjara Cafe,17.469455,78.422083,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6822126608,Date With Soup Restaurant,17.442481,78.439334,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6822126615,SITARA FOODS,17.443536,78.433898,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6822126623,Sikander Irani Tea And Snacks Point,17.4377802,78.4401942,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6822126642,Akhila Tiffins,17.439792,78.441577,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6840941123,B. DUBS,17.4337768,78.4049578,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6847914720,Sanman Tiffins,17.45333,78.434959,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6855217386,Siddique Kebab,17.4610271,78.3664467,Gachibowli - Miyapur Highway,Hyderabad Zone,Varied,N/A,osm
6864399992,Hi-Tech Bawarchi Multi Cuisine Restaurant,17.4437602,78.3586988,"Near KFC , Rajiv gandhi Nagar, Gachibowli,, Hyderabad",Hyderabad Zone,"regional, kebab, indian",N/A,osm
6868660390,Domino's,17.4559975,78.4227013,Hyderabad,Hyderabad Zone,pizza,N/A,osm
6868660419,DELHI WALA SWEETS,17.4566065,78.4225875,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6868689295,Brothers Bawarchi,17.4541799,78.419381,"borabanda allahapur road, HYDERABAD",Hyderabad Zone,"kebab, indian, chicken, seafood",N/A,osm
6893579787,Esplanade,17.4062229,78.3910319,Hyderabad,Hyderabad Zone,indian,N/A,osm
6909347687,Aaha Coffee Shop,17.4066812,78.3903555,Hyderabad,Hyderabad Zone,indian,N/A,osm
6909365985,Aaha Food Village,17.4067359,78.3903084,Hyderabad,Hyderabad Zone,indian,N/A,osm
6934838950,Fudzy,17.4488567,78.38912,"Jai Hind Gandhi Road, Hyderabad",Hyderabad Zone,regional,N/A,osm
6935318131,Rams,17.4402465,78.361869,"Outer Ring Road, Hyderabad",Hyderabad Zone,"coffee_shop, burger, kebab, pizza",N/A,osm
6935579741,The grand truck road,17.4518874,78.3856618,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6935609217,The sweet tooth,17.4466519,78.3888618,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6936829973,Bawarchi Restaurant,17.4368021,78.4287507,"Yousufguda Main Road, hyderabad",Hyderabad Zone,"indian, kebab, chicken",N/A,osm
6937779968,Punjabi Tadka,17.462468,78.365615,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6938853685,180 Degree Oven,17.4066221,78.3901855,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6982568886,ZARA Hi-Fi,17.4399027,78.363732,Gachibowli - Miyapur Highway,Hyderabad Zone,Varied,N/A,osm
6982568887,Y9 Cafe & Restuarant,17.4484432,78.3602756,DLF Road,Hyderabad Zone,Varied,N/A,osm
6994597339,Abhiruchi,17.4377697,78.3900781,Hyderabad,Hyderabad Zone,Varied,N/A,osm
6997870508,The Hoppery,17.4300591,78.3911379,Hyderabad,Hyderabad Zone,vietnamese,N/A,osm
7010429411,Spar Kitchen,17.4576504,78.3634724,Hyderabad,Hyderabad Zone,"international, italian, pizza",N/A,osm
7021303608,Amber,17.4367771,78.3891419,Hyderabad,Hyderabad Zone,Varied,N/A,osm
